source_id,source_url,path,geothermal_system,latitude,longitude,name,map_description,source,source_licence,attribution,parsed_at_utc
397,https://1000springs.org.nz/samplesite/397,/samplesite/397,Waimangu,-38.2832,176.4002,Waimangu No.21 Feature 4,"Steep out of hill, no bubbling, no photosynthesis, little bit of vegetation around outside. White silica like precipitate. Had to abseil to get at it. Sample taken 1.5 m from source.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278053+00:00
398,https://1000springs.org.nz/samplesite/398,/samplesite/398,Waimangu,-38.2832,176.4002,Waimangu No.21 Feature 5,Medium sized hotspring to the south of Feature 4. Light grey in colour and lots of bubbling. No immediate vegetation around it.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278071+00:00
399,https://1000springs.org.nz/samplesite/399,/samplesite/399,Tikitere,-38.0607,176.3582,Tikitere Feature 21,Medium sized lake over the bridge and south west of Korokoro. Sample taken from the path on the west side of the lake. Lake has lots of floating scum and numerous inputs which form discrete islands of bubbles amongst the scum.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278099+00:00
400,https://1000springs.org.nz/samplesite/400,/samplesite/400,Tikitere,-38.0608,176.3582,Tikitere Feature 22,Small spring on the opposite side of path to Feature 21. Very dark grey in colour and lots of bubbles floating on top. Zero vegetation around.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278118+00:00
401,https://1000springs.org.nz/samplesite/401,/samplesite/401,Tikitere,-38.0607,176.3582,Tikitere Feature 23,Spring adjacent to Feature 22. Light grey in colour. Lots of gas discharge.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278132+00:00
402,https://1000springs.org.nz/samplesite/402,/samplesite/402,Tikitere,-38.0607,176.3583,Tikitere Feature 24,Large spring directly behind Features 22 & 23. Light grey in colour and lots of gentle bubbling.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278150+00:00
403,https://1000springs.org.nz/samplesite/403,/samplesite/403,Tikitere,-38.0606,176.3582,Tikitere Feature 25,"Small spring next to Feature 24 (to the north west), about 2 metres in difference. Cooler spring with lots of dark grey particulate matter floating on top. Zero vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278178+00:00
404,https://1000springs.org.nz/samplesite/404,/samplesite/404,Tikitere,-38.0606,176.3582,Tikitere Feature 26,Small spring north of Feature 24. Medium grey with a tinge of brown.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278192+00:00
405,https://1000springs.org.nz/samplesite/405,/samplesite/405,Tikitere,-38.0606,176.3586,Tikitere Feature 27,"North side of Feature 21. Lots of floating scum, no vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278205+00:00
406,https://1000springs.org.nz/samplesite/406,/samplesite/406,Tikitere,-38.0606,176.3586,Tikitere Feature 28,Light grey pool west of Feature 27. Lots of bubbles floating on the top around the sides. No vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278222+00:00
407,https://1000springs.org.nz/samplesite/407,/samplesite/407,Tikitere,-38.0606,176.3585,Tikitere Feature 29,"Tiny wee spring right next to the path, and between the path and feature 28. Very brown in colour and bubbling ferociously. Super hot with lots of stream.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278243+00:00
408,https://1000springs.org.nz/samplesite/408,/samplesite/408,Tikitere,-38.0612,176.3581,Tikitere Feature 30,"Next to Devil's Cauldron. Medium grey in colour with lots of bubbling and gas discharge. Small mud piles in centre of spring, no vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278263+00:00
409,https://1000springs.org.nz/samplesite/409,/samplesite/409,Tikitere,-38.0597,176.3591,Tikitere Feature 31,Small spring near the mud volcano. Dark grey with a hint of brown in colour. No vegetation. No scum on top for a change.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278281+00:00
410,https://1000springs.org.nz/samplesite/410,/samplesite/410,Tikitere,-38.0598,176.3591,Tikitere Feature 32,Sample taken from lake behind the mud volcano. From the rocks on through south side of lake. Lots of bubbles and gas discharge.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278299+00:00
411,https://1000springs.org.nz/samplesite/411,/samplesite/411,Tikitere,-38.0598,176.359,Tikitere Feature 33,Spring next to sampling point for Feature 32. No vegetation. Surrounded by layers of mud.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278315+00:00
412,https://1000springs.org.nz/samplesite/412,/samplesite/412,Tikitere,-38.0596,176.359,Tikitere Feature 34,Spring right next to mud volcano. No vegetation. Small amount of floating scum around sides.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278331+00:00
413,https://1000springs.org.nz/samplesite/413,/samplesite/413,Waimangu,-38.2833,176.4002,Waimangu No.21 Feature 6,"Spring directly next to Feature 5 or P1.0210. Looks stagnant, very slight flow, very shallow (only approx. 5 cm in depth). Right up against cliff with lots of moss on cliff face being affected by the steam from the spring. About 10cm higher in elevation than P1.0210.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278361+00:00
414,https://1000springs.org.nz/samplesite/414,/samplesite/414,Waimangu,-38.284,176.3964,Frying Pan Lake Feature 1,"Large geothermal lake, lots of steam rising from it on a sunny day, lots of biomass floating around the edges. Sample taken from east side of lake, next to the path.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278384+00:00
415,https://1000springs.org.nz/samplesite/415,/samplesite/415,Waimangu,-38.2831,176.3968,Frying Pan Lake Feature 4,"Tiny spring to the north of Feature 3, by about 1 metre. Bubbling ferociously. Light grey in colour and no vegetation surrounding it. It has a sister spring right next to it and the two interconnect.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278410+00:00
416,https://1000springs.org.nz/samplesite/416,/samplesite/416,Waiotapu,-38.3618,176.3684,Waiotapu No.15 Feature 1,"First feature of Frying Pan Flat. Small spring, slightly brown in colour. No vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278426+00:00
417,https://1000springs.org.nz/samplesite/417,/samplesite/417,Waiotapu,-38.3618,176.3685,Waiotapu No.15 Feature 2,"Small spring to the left of Feature 1. Another spring, slightly connected to Feature 1. More grey in colour and more stagnant.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278446+00:00
418,https://1000springs.org.nz/samplesite/418,/samplesite/418,Waiotapu,-38.3618,176.3685,Waiotapu No.15 Feature 3,"Another spring to the right of Feature 1 and 2, right up against the cliff face. A dead tree hanging above it. Some dead branches in the spring.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278468+00:00
419,https://1000springs.org.nz/samplesite/419,/samplesite/419,Waiotapu,-38.3618,176.3684,Waiotapu No.15 Feature 4,Fourth sample from Frying Pan Flat. Further west along the cliff face from feature 3. About 30cm deep from surface. Very yellow in colour.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278487+00:00
420,https://1000springs.org.nz/samplesite/420,/samplesite/420,Waiotapu,-38.3618,176.3684,Waiotapu No.15 Feature 5,Fifth spring of Frying Pan Lake. Tiny access point but looks bigger under the crust. lots of floating yellow precipitate. Zero vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278507+00:00
421,https://1000springs.org.nz/samplesite/421,/samplesite/421,Waiotapu,-38.3618,176.3683,Waiotapu No.15 Feature 6,Spring immediately to the east of Feature 5. Both could be from the same source. Temperatures are very similar. A yellow precipitate has formed around the outside of the spring. Zero vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278532+00:00
422,https://1000springs.org.nz/samplesite/422,/samplesite/422,Waiotapu,-38.3619,176.3685,Waiotapu No.15 Feature 7,Medium sized pool directly in front of fence for Frying Pan Flat. Very murky and no vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278549+00:00
423,https://1000springs.org.nz/samplesite/423,/samplesite/423,Waiotapu,-38.3618,176.3685,Waiotapu No.15 Feature 8,Small spring right next to fence at Frying Pan Flat. A large rock in centre of pool. Lots of yellow precipitate. No vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278567+00:00
424,https://1000springs.org.nz/samplesite/424,/samplesite/424,Waiotapu,-38.3617,176.3686,Alum Cliffs Feature 13,Medium sized spring in middle of stream coming from lake at bottom of Alum Cliffs (no.14). Quite murky with some floating scum on top.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278586+00:00
425,https://1000springs.org.nz/samplesite/425,/samplesite/425,Waimangu,-38.2831,176.3968,Frying Pan Lake Feature 2,"Small bubbling spring, down the embankment from the main lookout for Frying Pan Lake.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278602+00:00
426,https://1000springs.org.nz/samplesite/426,/samplesite/426,Waimangu,-38.2832,176.3969,Frying Pan Lake Feature 3,Sample taken north of Feature 2 by about 2 metres. Edge of Frying Pan Lake but has a separate input. Lots of bubbling and sediment a lighter green colour than surrounding area. No vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278628+00:00
427,https://1000springs.org.nz/samplesite/427,/samplesite/427,Waiotapu,-38.3618,176.3685,Waiotapu No.15 Feature 9,"Small spring, yellow precipitate, a dead branch lying next to it. Otherwise no vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278644+00:00
428,https://1000springs.org.nz/samplesite/428,/samplesite/428,Waiotapu,-38.3618,176.3683,Waiotapu No.15 Feature 10,"Very vigorous pool, next to Frying Pan Flat. No vegetation, and not as yellow as the surrounding pools. Almost blue in colour.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278663+00:00
429,https://1000springs.org.nz/samplesite/429,/samplesite/429,Waiotapu,-38.3619,176.3684,Waiotapu No.15 Feature 11,"Spring north of Feature 10. Pale yellow colour. Again, no vegetation. Yellow sediment surrounding pool.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278680+00:00
430,https://1000springs.org.nz/samplesite/430,/samplesite/430,Waiotapu,-38.3618,176.3684,Waiotapu No.15 Feature 12,Another pool in Frying Pan Flat. This one is south of Features 10 & 11. Pale blue in colour but not as vigorous as Feature 10.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278700+00:00
431,https://1000springs.org.nz/samplesite/431,/samplesite/431,Waiotapu,-38.3619,176.3683,Waiotapu No.15 Feature 13,Tiny spring south west of Feature 12. Looks like it would be higher if the water table was higher. The whole park is quite low this summer. Very murky and yellow in colour. No vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278724+00:00
432,https://1000springs.org.nz/samplesite/432,/samplesite/432,Waiotapu,-38.3619,176.3683,Waiotapu No.15 Feature 14,"Beautiful spring at the edge of Frying Pan Flat. Super hot with lots of steam, sweet smell from it. Light grey in colour with yellow precipitate around the edges. Slight outflow going into Frying Pan Flat.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278750+00:00
433,https://1000springs.org.nz/samplesite/433,/samplesite/433,Waiotapu,-38.3619,176.3682,Waiotapu No.15 Feature 15,Cool spring south of Feature 14. Yellow precipitate around edges and no nearby vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278766+00:00
434,https://1000springs.org.nz/samplesite/434,/samplesite/434,Waiotapu,-38.362,176.3681,Waiotapu No.15 Feature 16,Spring immediately east of Feature 15. Dark grey in colour. No yellow precipitate as with the rest the springs in this cluster. No vegetation around.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278787+00:00
435,https://1000springs.org.nz/samplesite/435,/samplesite/435,Waiotapu,-38.362,176.368,Waiotapu No.15 Feature 17,"Spring around the corner from Features 15 & 16. Hidden in some rocks like a fishure, yellow in colour. No nearby vegetation.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278807+00:00
436,https://1000springs.org.nz/samplesite/436,/samplesite/436,Waiotapu,-38.3619,176.3683,Waiotapu No.15 Feature 18,Spring near the entrance of the stream into Frying Pan Flat. Light blue/green in colour. Yellow precipitate around edges. No vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278826+00:00
437,https://1000springs.org.nz/samplesite/437,/samplesite/437,Waimangu,-38.2781,176.4097,Warbrick Terrace Feature 3,"Small spring just before Warbrick Terrace, No.28 at Waimangu Volcanic Valley. Lots of dead vegetation surrounding spring and looks like it has shrunk considerably in size.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278848+00:00
438,https://1000springs.org.nz/samplesite/438,/samplesite/438,Waimangu,-38.2784,176.4085,Warbrick Terrace Feature 4,"Amazing spring behind Warbrick Terrace that's only become so vigorous in their last couple of years. Surrounded by a silica looking center, small upright columns have formed. No immediate vegetation. Vigorous upwelling.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278876+00:00
439,https://1000springs.org.nz/samplesite/439,/samplesite/439,Waimangu,-38.2785,176.4085,Warbrick Terrace Feature 5,Another spring behind Warbrick and behind Feature 4. A spring hidden by vegetation with a very loud pig sounding mud pot on the cliff face immediately above it. A green rim and lots of biomass floating on surface.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278902+00:00
440,https://1000springs.org.nz/samplesite/440,/samplesite/440,Waimangu,-38.2785,176.4084,Warbrick Terrace Feature 6,"Another spring behind Feature 4, just one to the immediate right of Feature 5. Very chocolate brown in colour and surrounded by vegetation. Sits inside Feature 5 and some minor flow goes into Feature 5 from this feature.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278929+00:00
441,https://1000springs.org.nz/samplesite/441,/samplesite/441,Waimangu,-38.2785,176.4084,Warbrick Terrace Feature 7,"Yet another little spring to the back of Feature 5. Smaller than Feature 6 and clear with a little brown sediment around the edges. Surrounded by vegetation and the pig sounding spring is right above it, embedded in the cliff face. Minor outflow into Feature 5, the bigger pool.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278960+00:00
442,https://1000springs.org.nz/samplesite/442,/samplesite/442,Waimangu,-38.2786,176.4084,Warbrick Terrace Feature 8,"Small spring hidden away behind Features 5, 6 & 7. Looks like sits inaudible stream or water body. Zero outflow from it. Quite a bit of vegetation around it.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.278982+00:00
443,https://1000springs.org.nz/samplesite/443,/samplesite/443,Waimangu,-38.2785,176.4087,Warbrick Terrace Feature 9,"Hidden spring right behind the main spring of Warbrick Terrace. Multicolored with green, pink, yellow. Source of spring right by cliff and bleached white. Looks like the Source for the terrace. Heaps of floating biomass. Sample taken where it's white in colour. Moderate outflow down to terrace.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279015+00:00
444,https://1000springs.org.nz/samplesite/444,/samplesite/444,Orakei Korako,-38.474,176.1438,Orakei Korako Feature 1,First sample taken at this geothermal field. Taken from the side of the mighty Waikato river. Some hotseeps coming from underneath rocks at the waters edge. Lots of river scum floating nearby.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279040+00:00
445,https://1000springs.org.nz/samplesite/445,/samplesite/445,Orakei Korako,-38.4736,176.1467,Orakei Korako Feature 2,"Stream on the main terrace, next to the main path on the right. Across from Diamond Geyser. Source is coming from a spring further up the terrace. Flow is moderate with lots of green and orange spongy biomass.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279067+00:00
446,https://1000springs.org.nz/samplesite/446,/samplesite/446,Orakei Korako,-38.4735,176.1468,Orakei Korako Feature 3,"Little spring/fisher higher up on terrace than Feature 2. Forms part of the source for Feature 2. Looks like it may also be sourced from higher up and re-emerges from under the terrace. Super hot, an orange precipitate around the edges.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279095+00:00
447,https://1000springs.org.nz/samplesite/447,/samplesite/447,Orakei Korako,-38.4734,176.1469,Orakei Korako Feature 4,Stream slightly north west of Feature 3. Definite source coming from spring higher up in terrace. Fast flowing with zero vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279114+00:00
448,https://1000springs.org.nz/samplesite/448,/samplesite/448,Orakei Korako,-38.4731,176.1475,Orakei Korako Feature 5,Devil's Throat geyser. Small geyser that erupts every 5 minutes or so. Black sediment. The rubber seal taken post eruption so no upwelling then.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279136+00:00
449,https://1000springs.org.nz/samplesite/449,/samplesite/449,Orakei Korako,-38.4732,176.1475,Orakei Korako Feature 6,Spring behind Rainbow Terrace. Source hard to see but looks like it's coming out of the cliff face. A green edge surrounds the pool with some hard chloride sinter.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279159+00:00
450,https://1000springs.org.nz/samplesite/450,/samplesite/450,Orakei Korako,-38.4732,176.1482,Orakei Korako Feature 7,Very hot chloride looking spring in front of the Golden Fleece Fault Scarp. Hard sinter around pool with zero vegetation. Lots of steam.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279178+00:00
454,https://1000springs.org.nz/samplesite/454,/samplesite/454,Orakei Korako,-38.4737,176.1432,Orakei Korako Feature 11,Hot water seep at river edge adjacent to drain from Feature 8. No immediate vegetation or river scum nearby.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279196+00:00
455,https://1000springs.org.nz/samplesite/455,/samplesite/455,Waimangu,-38.2803,176.407,Waimangu No.25 Feature 1,"Lovely spring next to the road, near the exit for Mount Hazard. Very like Iodine Pool in colour, a light brown or mustard colour. Hard calcite sinter around pool. Small outflow to Waimangu Stream. Sample taken at source of spring where the ebullition is occurring.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279226+00:00
456,https://1000springs.org.nz/samplesite/456,/samplesite/456,Waimangu,-38.2803,176.4072,Waimangu No.25 Feature 2,Stream outflow from Feature 1 to Waimangu Stream. 20 degree Celsius cooler. Lots of biomass on edge of stream. No immediate vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279245+00:00
457,https://1000springs.org.nz/samplesite/457,/samplesite/457,Waimangu,-38.2793,176.4094,Marble Terrace Feature 1,"Outflow from Iodine Pool, sample taken across the road where the outflow forms a terrace of grey, orange and green before it enters Waimangu Stream.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279266+00:00
458,https://1000springs.org.nz/samplesite/458,/samplesite/458,Waimangu,-38.2795,176.4096,Marble Terrace Feature 2,"A second sample from Iodine's outflow, this one further out, closer to Waimangu Stream. Fast flowing with zero vegetation but lots of biomass, green, orange and pink.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279289+00:00
459,https://1000springs.org.nz/samplesite/459,/samplesite/459,Waimangu,-38.2805,176.407,Waimangu No.25 Feature 3,"Small spring at the side of Waimangu Stream, underneath bridge near Benchmark carpark. Spring at source is 70 degree Celsius but not enough water there so sample taken in stream adjacent to spring. Lots of orange/green biomass.Surrounded by grass.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279317+00:00
460,https://1000springs.org.nz/samplesite/460,/samplesite/460,Waimangu,-38.2802,176.4073,Waimangu No.25 Feature 4,"Small spring at the side of Waimangu Stream, downstream from previous feature. Medium brown in colour. Seeps into stream. Surrounded by vegetation",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279339+00:00
461,https://1000springs.org.nz/samplesite/461,/samplesite/461,Waimangu,-38.2802,176.4074,Waimangu No.25 Feature 5,"Another spring east of Feature 4 and on the north side of Waimangu Stream. Black precipitate on bottom, white silica sinter surrounding with green biomass. And some orange. Some dead vegetation around it. Spring flows in the stream.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279371+00:00
462,https://1000springs.org.nz/samplesite/462,/samplesite/462,Waimangu,-38.2801,176.4074,Waimangu No.25 Feature 6,A spring next to previous feature. Very light beige in colour. No immediate vegetation. No outflow.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279389+00:00
463,https://1000springs.org.nz/samplesite/463,/samplesite/463,Waimangu,-38.2801,176.4074,Waimangu No.25 Feature 7,Dark brown in colour with no bubbling but moderate outflow into Waimangu Stream. Zero vegetation.,manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279406+00:00
464,https://1000springs.org.nz/samplesite/464,/samplesite/464,Waimangu,-38.2801,176.4074,Waimangu No.25 Feature 8,"Spring is beige in colour and downstream of Features 5, 6 & 7. Very calm with no outflow. No immediate vegetation. Some green biomass slightly above it.",manually saved 1000 Springs mapsearch page source,Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International,"1000 Springs Project authors, GNS Science, and University of Waikato",2026-05-27T04:53:01.279428+00:00
